test_name,accuracy,f1_score,precision,recall,auc,confusion_matrix,run_i
p29,0.47424042272126815,0.4871134020618557,0.4064516129032258,0.6077170418006431,0.49104941386818163,"[[170 276]
 [122 189]]",2
p30,0.46364883401920437,0.49417852522639066,0.4669926650366748,0.5247252747252747,0.43230468161975016,"[[147 218]
 [173 191]]",2
p31,0.3832258064516129,0.24842767295597484,0.16188524590163936,0.5337837837837838,0.42613366955472215,"[[218 409]
 [ 69  79]]",2
p2,0.6711509715994021,0.5849056603773585,0.5677655677655677,0.603112840466926,0.7146311057383552,"[[294 118]
 [102 155]]",3
p3,0.6514657980456026,0.6164874551971326,0.6394052044609665,0.5951557093425606,0.7066010114453021,"[[228  97]
 [117 172]]",3
p4,0.5850891410048622,0.2849162011173184,0.18021201413427562,0.68,0.649889298892989,"[[310 232]
 [ 24  51]]",3
p5,0.4312796208530806,0.44272445820433437,0.8511904761904762,0.29916317991631797,0.6614590363071939,"[[130  25]
 [335 143]]",3
p6,0.6291079812206573,0.5619223659889094,0.6551724137931034,0.4919093851132686,0.6617338432872414,"[[250  80]
 [157 152]]",3
p7,0.7231884057971014,0.10328638497652583,0.06043956043956044,0.3548387096774194,0.5821136619511479,"[[488 171]
 [ 20  11]]",3
p8,0.6840490797546013,0.5690376569037656,0.5714285714285714,0.5666666666666667,0.6876618122977346,"[[310 102]
 [104 136]]",3
p9,0.6966463414634146,0.5548098434004475,0.5767441860465117,0.5344827586206896,0.7226587914769032,"[[333  91]
 [108 124]]",3
p10,0.5691573926868044,0.5186500888099467,0.8066298342541437,0.38219895287958117,0.7042255760222143,"[[212  35]
 [236 146]]",3
p11,0.6811819595645412,0.35331230283911674,0.23931623931623933,0.6746987951807228,0.7551527538726333,"[[382 178]
 [ 27  56]]",3
p12,0.5944272445820433,0.5321428571428571,0.7563451776649747,0.41046831955922863,0.6842274333440411,"[[235  48]
 [214 149]]",3
p13,0.5238095238095238,0.54,0.9375,0.3792134831460674,0.7345173847651066,"[[118   9]
 [221 135]]",3
p14,0.6808846761453397,0.5302325581395348,0.5352112676056338,0.5253456221198156,0.6939970311946119,"[[317  99]
 [103 114]]",3
p15,0.6589147286821705,0.5801526717557252,0.6104417670682731,0.5527272727272727,0.7084864864864865,"[[273  97]
 [123 152]]",3
p16,0.6490683229813664,0.5551181102362205,0.7230769230769231,0.4504792332268371,0.7026196152621064,"[[277  54]
 [172 141]]",3
p17,0.56797583081571,0.30582524271844663,0.21649484536082475,0.5206611570247934,0.5701562762560914,"[[313 228]
 [ 58  63]]",3
p18,0.6117103235747303,0.5153846153846153,0.5982142857142857,0.4527027027027027,0.6604586172574841,"[[263  90]
 [162 134]]",3
p19,0.6630769230769231,0.5446985446985447,0.5670995670995671,0.524,0.691465,"[[300 100]
 [119 131]]",3
p20,0.5396383866481224,0.5761843790012804,0.6540697674418605,0.5148741418764302,0.5613061330476979,"[[163 119]
 [212 225]]",3
p21,0.47577092511013214,0.5724550898203592,0.7940199335548173,0.44756554307116103,0.5071976356085506,"[[ 85  62]
 [295 239]]",3
p22,0.5146853146853146,0.5864123957091777,0.629156010230179,0.5491071428571429,0.5110645733012307,"[[122 145]
 [202 246]]",3
p23,0.5020519835841313,0.5844748858447488,0.6564102564102564,0.5267489711934157,0.48890988494163096,"[[111 134]
 [230 256]]",3
p24,0.5020242914979757,0.49103448275862066,0.41203703703703703,0.6075085324232082,0.5419155290102389,"[[194 254]
 [115 178]]",3
p25,0.5489655172413793,0.4768,0.41620111731843573,0.5580524344569289,0.5654776507531524,"[[249 209]
 [118 149]]",3
p26,0.509915014164306,0.40344827586206894,0.38741721854304634,0.420863309352518,0.489200228602165,"[[243 185]
 [161 117]]",3
p27,0.5256756756756756,0.5375494071146245,0.5164556962025316,0.5604395604395604,0.5370185001169043,"[[185 191]
 [160 204]]",3
p28,0.35236768802228413,0.5201238390092878,1.0,0.3514644351464435,0.42677824267782427,"[[  1   0]
 [465 252]]",3
p29,0.47424042272126815,0.4871134020618557,0.4064516129032258,0.6077170418006431,0.49104941386818163,"[[170 276]
 [122 189]]",3
p30,0.46364883401920437,0.49417852522639066,0.4669926650366748,0.5247252747252747,0.43230468161975016,"[[147 218]
 [173 191]]",3
p31,0.3832258064516129,0.24842767295597484,0.16188524590163936,0.5337837837837838,0.42613366955472215,"[[218 409]
 [ 69  79]]",3
p2,0.6711509715994021,0.5849056603773585,0.5677655677655677,0.603112840466926,0.7146311057383552,"[[294 118]
 [102 155]]",4
p3,0.6514657980456026,0.6164874551971326,0.6394052044609665,0.5951557093425606,0.7066010114453021,"[[228  97]
 [117 172]]",4
p4,0.5850891410048622,0.2849162011173184,0.18021201413427562,0.68,0.649889298892989,"[[310 232]
 [ 24  51]]",4
p5,0.4312796208530806,0.44272445820433437,0.8511904761904762,0.29916317991631797,0.6614590363071939,"[[130  25]
 [335 143]]",4
p6,0.6291079812206573,0.5619223659889094,0.6551724137931034,0.4919093851132686,0.6617338432872414,"[[250  80]
 [157 152]]",4
p7,0.7231884057971014,0.10328638497652583,0.06043956043956044,0.3548387096774194,0.5821136619511479,"[[488 171]
 [ 20  11]]",4
p8,0.6840490797546013,0.5690376569037656,0.5714285714285714,0.5666666666666667,0.6876618122977346,"[[310 102]
 [104 136]]",4
p9,0.6966463414634146,0.5548098434004475,0.5767441860465117,0.5344827586206896,0.7226587914769032,"[[333  91]
 [108 124]]",4
p10,0.5691573926868044,0.5186500888099467,0.8066298342541437,0.38219895287958117,0.7042255760222143,"[[212  35]
 [236 146]]",4
p11,0.6811819595645412,0.35331230283911674,0.23931623931623933,0.6746987951807228,0.7551527538726333,"[[382 178]
 [ 27  56]]",4
p12,0.5944272445820433,0.5321428571428571,0.7563451776649747,0.41046831955922863,0.6842274333440411,"[[235  48]
 [214 149]]",4
p13,0.5238095238095238,0.54,0.9375,0.3792134831460674,0.7345173847651066,"[[118   9]
 [221 135]]",4
p14,0.6808846761453397,0.5302325581395348,0.5352112676056338,0.5253456221198156,0.6939970311946119,"[[317  99]
 [103 114]]",4
p15,0.6589147286821705,0.5801526717557252,0.6104417670682731,0.5527272727272727,0.7084864864864865,"[[273  97]
 [123 152]]",4
p16,0.6490683229813664,0.5551181102362205,0.7230769230769231,0.4504792332268371,0.7026196152621064,"[[277  54]
 [172 141]]",4
p17,0.56797583081571,0.30582524271844663,0.21649484536082475,0.5206611570247934,0.5701562762560914,"[[313 228]
 [ 58  63]]",4
p18,0.6117103235747303,0.5153846153846153,0.5982142857142857,0.4527027027027027,0.6604586172574841,"[[263  90]
 [162 134]]",4
p19,0.6630769230769231,0.5446985446985447,0.5670995670995671,0.524,0.691465,"[[300 100]
 [119 131]]",4
p20,0.5396383866481224,0.5761843790012804,0.6540697674418605,0.5148741418764302,0.5613061330476979,"[[163 119]
 [212 225]]",4
p21,0.47577092511013214,0.5724550898203592,0.7940199335548173,0.44756554307116103,0.5071976356085506,"[[ 85  62]
 [295 239]]",4
p22,0.5146853146853146,0.5864123957091777,0.629156010230179,0.5491071428571429,0.5110645733012307,"[[122 145]
 [202 246]]",4
p23,0.5020519835841313,0.5844748858447488,0.6564102564102564,0.5267489711934157,0.48890988494163096,"[[111 134]
 [230 256]]",4
p24,0.5020242914979757,0.49103448275862066,0.41203703703703703,0.6075085324232082,0.5419155290102389,"[[194 254]
 [115 178]]",4
p25,0.5489655172413793,0.4768,0.41620111731843573,0.5580524344569289,0.5654776507531524,"[[249 209]
 [118 149]]",4
p26,0.509915014164306,0.40344827586206894,0.38741721854304634,0.420863309352518,0.489200228602165,"[[243 185]
 [161 117]]",4
p27,0.5256756756756756,0.5375494071146245,0.5164556962025316,0.5604395604395604,0.5370185001169043,"[[185 191]
 [160 204]]",4
p28,0.35236768802228413,0.5201238390092878,1.0,0.3514644351464435,0.42677824267782427,"[[  1   0]
 [465 252]]",4
p29,0.47424042272126815,0.4871134020618557,0.4064516129032258,0.6077170418006431,0.49104941386818163,"[[170 276]
 [122 189]]",4
p30,0.46364883401920437,0.49417852522639066,0.4669926650366748,0.5247252747252747,0.43230468161975016,"[[147 218]
 [173 191]]",4
p31,0.3832258064516129,0.24842767295597484,0.16188524590163936,0.5337837837837838,0.42613366955472215,"[[218 409]
 [ 69  79]]",4
